Date,Region,Report_Text
09/04/2020,FPL,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
09/05/2020,CISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
09/05/2020,CISO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
09/06/2020,CISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
09/06/2020,CISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
09/06/2020,CISO,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection."
09/06/2020,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
09/07/2020,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
09/07/2020,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
09/07/2020,CISO,Complete operational failure or shut-down of the transmission and/or distribution of electrical system.
09/07/2020,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
09/08/2020,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
09/09/2020,MISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
09/09/2020,CISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
09/15/2020,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more."
09/15/2020,MISO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
09/16/2020,FPL,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
09/16/2020,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more."
09/16/2020,NYIS,Damage or destruction of its Facility that results from actual or suspected intentional human action.
09/20/2020,SPP,Damage or destruction of its Facility that results from actual or suspected intentional human action.
09/22/2020,CISO,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.
09/23/2020,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.
09/26/2020,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
09/27/2020,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
09/30/2020,NYIS,"Loss of electric service to more than 50,000 customers for 1 hour or more."
10/02/2020,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
10/07/2020,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
10/07/2020,NYIS,"Loss of electric service to more than 50,000 customers for 1 hour or more."
10/07/2020,NYIS,"Loss of electric service to more than 50,000 customers for 1 hour or more."
10/09/2020,CISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
10/09/2020,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more."
10/09/2020,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more."
10/09/2020,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more."
10/09/2020,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more."
10/10/2020,CISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
10/10/2020,CISO,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
10/10/2020,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
10/12/2020,FPL,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
10/13/2020,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
10/14/2020,ERCO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
10/15/2020,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
10/15/2020,RF,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
10/16/2020,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
10/20/2020,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
10/22/2020,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
10/22/2020,FPL,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
